### LOVD-version 3000-020 ### Full data download ### To import, do not remove or alter this header ###
# charset = UTF-8

## Genes ## Do not remove or alter this header ##
{{id}}	{{name}}	{{chromosome}}	{{chrom_band}}	{{refseq_genomic}}	{{refseq_UD}}	{{id_hgnc}}	{{id_entrez}}	{{id_omim}}
"MUT"	"methylmalonyl CoA mutase"	"6"	"p21"	"NG_007100.1"	"UD_144476893808"	"7526"	"4594"	"609058"
"MUTYH"	"mutY DNA glycosylase"	"1"	"p34.1"	"LRG_220"	"UD_144476894031"	"7527"	"4595"	"604933"
"MVP"	"major vault protein"	"16"	"p11.2"	"NC_000016.9"	"UD_144476894795"	"7531"	"9961"	"605088"
"MX1"	"MX dynamin-like GTPase 1"	"21"	"q22.3"	"NG_027788.1"	"UD_144476894968"	"7532"	"4599"	"147150"
"MX2"	"MX dynamin-like GTPase 2"	"21"	"q22.3"	"NC_000021.8"	"UD_144476895096"	"7533"	"4600"	"147890"
"MXD1"	"MAX dimerization protein 1"	"2"	"p13-p12"	"NC_000002.11"	"UD_144476895383"	"6761"	"4084"	"600021"
"MXD3"	"MAX dimerization protein 3"	"5"	"q35.3"	"NC_000005.9"	"UD_144476895491"	"14008"	"83463"	"609450"
"MXD4"	"MAX dimerization protein 4"	"4"	"p16.3"	"NC_000004.11"	"UD_144476895707"	"13906"	"10608"	""
"MXI1"	"MAX interactor 1, dimerization protein"	"10"	"q24-q25"	"NG_012103.1"	"UD_144476895919"	"7534"	"4601"	"600020"
"MXRA7"	"matrix-remodelling associated 7"	"17"	"q25.1"	"NC_000017.10"	"UD_144476896898"	"7541"	"439921"	""
"MXRA8"	"matrix-remodelling associated 8"	"1"	"p36.33"	"NC_000001.10"	"UD_144476896982"	"7542"	"54587"	""
"MYADM"	"myeloid-associated differentiation marker"	"19"	"q13.42"	"NC_000019.9"	"UD_144476897364"	"7544"	"91663"	"609959"
"MYADML2"	"myeloid-associated differentiation marker-like 2"	"17"	"q25.3"	"NC_000017.10"	"UD_144476897587"	"34548"	"255275"	""
"MYB"	"v-myb avian myeloblastosis viral oncogene homolog"	"6"	"q22-q23"	"NG_012330.1"	"UD_144476897762"	"7545"	"4602"	"189990"
"MYBL1"	"v-myb avian myeloblastosis viral oncogene homolog-like 1"	"8"	"q22"	"NC_000008.10"	"UD_144476899153"	"7547"	"4603"	"159405"
"MYBPC1"	"myosin binding protein C, slow type"	"12"	"q23.2"	"NG_031912.1"	"UD_144476899573"	"7549"	"4604"	"160794"
"MYBPH"	"myosin binding protein H"	"1"	"q32.1"	"NC_000001.10"	"UD_144476899826"	"7552"	"4608"	"160795"
"MYBPHL"	"myosin binding protein H-like"	"1"	"p13"	"NG_032757.1"	"UD_144476900127"	"30434"	"343263"	""
"MYC"	"v-myc avian myelocytomatosis viral oncogene homolog"	"8"	"q24"	"NG_007161.1"	"UD_144476900246"	"7553"	"4609"	"190080"
"MYCBP2"	"MYC binding protein 2, E3 ubiquitin protein ligase"	"13"	"q22"	"NC_000013.10"	"UD_144476900702"	"23386"	"23077"	"610392"
"MYCBP2-AS1"	"MYCBP2 antisense RNA 1"	"13"	"q22.3"	"NC_000013.10"	"UD_144476900956"	"41023"	""	""
"MYCN"	"v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog"	"2"	"p24.3"	"NG_007457.1"	"UD_144476901028"	"7559"	"4613"	"164840"
"MYCNOS"	"MYCN opposite strand"	"2"	"p24.1"	"NC_000002.11"	"UD_144476901222"	"16911"	"10408"	"605374"
"MYD88"	"myeloid differentiation primary response 88"	"3"	"p22"	"LRG_157"	"UD_144476901403"	"7562"	"4615"	"602170"
"MYEOV"	"myeloma overexpressed"	"11"	"q13.3"	"NC_000011.9"	"UD_144476901608"	"7563"	"26579"	"605625"
"MYEOV2"	"myeloma overexpressed 2"	"2"	"q37.3"	"NC_000002.11"	"UD_144476901946"	"21314"	"150678"	""
"MYF6"	"myogenic factor 6 (herculin)"	"12"	"q21.31"	"NG_021392.1"	"UD_144476902129"	"7566"	"4618"	"159991"
"MYH1"	"myosin, heavy chain 1, skeletal muscle, adult"	"17"	"p13.1"	"NC_000017.10"	"UD_144476902285"	"7567"	"4619"	"160730"
"MYH7"	"myosin, heavy chain 7, cardiac muscle, beta"	"14"	"q11.2-q13"	"LRG_384"	"UD_144476902517"	"7577"	"4625"	"160760"
"MYH7B"	"myosin, heavy chain 7B, cardiac muscle, beta"	"20"	"q11"	"NG_016984.2"	"UD_144476902850"	"15906"	"57644"	"609928"
"MYH10"	"myosin, heavy chain 10, non-muscle"	"17"	"p13"	"NG_042305.1"	"UD_144476903151"	"7568"	"4628"	"160776"
"MYH11"	"myosin, heavy chain 11, smooth muscle"	"16"	"p13.11"	"NG_009299.1"	"UD_144476903555"	"7569"	"4629"	"160745"
"MYH15"	"myosin, heavy chain 15"	"3"	"q13"	"NC_000003.11"	"UD_144476904107"	"31073"	"22989"	"609929"
"MYL1"	"myosin, light chain 1, alkali; skeletal, fast"	"2"	"q34"	"NC_000002.11"	"UD_144476904348"	"7582"	"4632"	"160780"
"MYL2"	"myosin, light chain 2, regulatory, cardiac, slow"	"12"	"q24.11"	"LRG_393"	"UD_144476904449"	"7583"	"4633"	"160781"
"MYL3"	"myosin, light chain 3, alkali; ventricular, skeletal, slow"	"3"	"p"	"LRG_395"	"UD_144476904649"	"7584"	"4634"	"160790"
"MYL4"	"myosin, light chain 4, alkali; atrial, embryonic"	"17"	"q21.32"	"NC_000017.10"	"UD_144476904897"	"7585"	"4635"	"160770"
"MYL5"	"myosin, light chain 5, regulatory"	"4"	"p16"	"NC_000004.11"	"UD_144476905038"	"7586"	"4636"	"160782"
"MYL6"	"myosin, light chain 6, alkali, smooth muscle and non-muscle"	"12"	"q13.2"	"NG_029223.1"	"UD_144476905287"	"7587"	"4637"	"609931"
"MYL6B"	"myosin, light chain 6B, alkali, smooth muscle and non-muscle"	"12"	"q13.2"	"NC_000012.11"	"UD_144476905936"	"29823"	"140465"	"609930"
"MYL7"	"myosin, light chain 7, regulatory"	"7"	"p21-p11.2"	"NC_000007.13"	"UD_144476906186"	"21719"	"58498"	"613993"
"MYL9"	"myosin, light chain 9, regulatory"	"20"	"q11.23"	"NC_000020.10"	"UD_144476906322"	"15754"	"10398"	"609905"
"MYL10"	"myosin, light chain 10, regulatory"	"7"	"q22.1"	"NC_000007.13"	"UD_144476906509"	"29825"	"93408"	""
"MYL12A"	"myosin, light chain 12A, regulatory, non-sarcomeric"	"18"	"p11.31"	"NC_000018.9"	"UD_144476906654"	"16701"	"10627"	""
"MYL12B"	"myosin, light chain 12B, regulatory"	"18"	"p11.31"	"NC_000018.9"	"UD_144476906866"	"29827"	"103910"	"609211"
"MYLIP"	"myosin regulatory light chain interacting protein"	"6"	"p22.3"	"NC_000006.11"	"UD_144476907412"	"21155"	"29116"	"610082"
"MYLK"	"myosin light chain kinase"	"3"	"q21"	"NG_029111.1"	"UD_144476907696"	"7590"	"4638"	"600922"
"MYLK2"	"myosin light chain kinase 2"	"20"	"q13.31"	"LRG_392"	"UD_144476908604"	"16243"	"85366"	"606566"
"MYLK3"	"myosin light chain kinase 3"	"16"	"q11.2"	"NC_000016.9"	"UD_144476908850"	"29826"	"91807"	"612147"
"MYLK4"	"myosin light chain kinase family, member 4"	"6"	"p25.2"	"NC_000006.11"	"UD_144476909252"	"27972"	"340156"	""
"MYLPF"	"myosin light chain, phosphorylatable, fast skeletal muscle"	"16"	"p11.2"	"NC_000016.9"	"UD_144476909547"	"29824"	"29895"	""
"MYNN"	"myoneurin"	"3"	"q26.31"	"NC_000003.11"	"UD_144476909759"	"14955"	"55892"	"606042"
"MYO1B"	"myosin IB"	"2"	"q12-q34"	"NC_000002.11"	"UD_144476910292"	"7596"	"4430"	"606537"
"MYO1C"	"myosin IC"	"17"	"p13.3"	"NC_000017.10"	"UD_144476911161"	"7597"	"4641"	"606538"
"MYO1G"	"myosin IG"	"7"	"p13"	"NC_000007.13"	"UD_144476911355"	"13880"	"64005"	"600642"
"MYO5A"	"myosin VA"	"15"	"q21"	"LRG_86"	"UD_144476911956"	"7602"	"4644"	"160777"
"MYO5C"	"myosin VC"	"15"	"q21.2"	"NC_000015.9"	"UD_144476912481"	"7604"	"55930"	"610022"
"MYO7A"	"myosin VIIA"	"11"	"q13.5"	"NG_009086.1"	"UD_144476912681"	"7606"	"4647"	"276903"
"MYO10"	"myosin X"	"5"	"p15.1"	"NC_000005.9"	"UD_144476913331"	"7593"	"4651"	"601481"
"MYO18B"	"myosin XVIIIB"	"22"	"q12.1"	"NC_000022.10"	"UD_144476914015"	"18150"	"84700"	"607295"
"MYO19"	"myosin XIX"	"17"	"q12"	"NC_000017.10"	"UD_144476914588"	"26234"	"80179"	""
"MYOC"	"myocilin, trabecular meshwork inducible glucocorticoid response"	"1"	"q23-q24"	"NG_008859.1"	"UD_144476914976"	"7610"	"4653"	"601652"
"MYOD1"	"myogenic differentiation 1"	"11"	"p15.1"	"NC_000011.9"	"UD_144476915115"	"7611"	"4654"	"159970"
"MYOG"	"myogenin (myogenic factor 4)"	"1"	"q31-q41"	"NC_000001.10"	"UD_144476915294"	"7612"	"4656"	"159980"
"MYOM1"	"myomesin 1"	"18"	"p11.31"	"LRG_426"	"UD_144476915404"	"7613"	"8736"	"603508"
"MYOM2"	"myomesin 2"	"8"	"p23.3"	"NC_000008.10"	"UD_144476915719"	"7614"	"9172"	"603509"
"MYOT"	"myotilin"	"5"	"q31.2"	"LRG_201"	"UD_144476915991"	"12399"	"9499"	"604103"
"MYOZ1"	"myozenin 1"	"10"	"q22.1"	"NG_032583.1"	"UD_144476916266"	"13752"	"58529"	"605603"
"MYOZ3"	"myozenin 3"	"5"	"q33.2"	"NG_032584.1"	"UD_144476916435"	"18565"	"91977"	"610735"
"MYPOP"	"Myb-related transcription factor, partner of profilin"	"19"	"q13.32"	"NC_000019.9"	"UD_144476916613"	"20178"	"339344"	""
"MYRIP"	"myosin VIIA and Rab interacting protein"	"3"	"p21.33"	"NC_000003.11"	"UD_144476916917"	"19156"	"25924"	"611790"
"MYT1"	"myelin transcription factor 1"	"20"	"q13.33"	"NC_000020.10"	"UD_144476917415"	"7622"	"4661"	"600379"
"MYZAP"	"myocardial zonula adherens protein"	"15"	"q21.3"	"NC_000015.9"	"UD_144476917616"	"43444"	"100820829"	"614071"
"MZB1"	"marginal zone B and B1 cell-specific protein"	"5"	"q31.2"	"NC_000005.9"	"UD_144476917730"	"30125"	"51237"	"609447"
"MZF1"	"myeloid zinc finger 1"	"19"	"q13.43"	"NC_000019.9"	"UD_144476918144"	"13108"	"7593"	"194550"
"MZT1"	"mitotic spindle organizing protein 1"	"13"	"q22.1"	"NC_000013.10"	"UD_144476918410"	"33830"	"440145"	"613448"
"MZT2A"	"mitotic spindle organizing protein 2A"	"2"	"q21.1"	"NC_000002.11"	"UD_144476918528"	"33187"	"653784"	"613449"
"MZT2B"	"mitotic spindle organizing protein 2B"	"2"	"q21.1"	"NC_000002.11"	"UD_144476918643"	"25886"	"80097"	"613450"
"N4BP1"	"NEDD4 binding protein 1"	"16"	"q12.1"	"NC_000016.9"	"UD_144476919232"	"29850"	"9683"	""
"N4BP2"	"NEDD4 binding protein 2"	"4"	"p14"	"NC_000004.11"	"UD_144476919356"	"29851"	"55728"	""
"N4BP2L1"	"NEDD4 binding protein 2-like 1"	"13"	"q13.1"	"NC_000013.10"	"UD_144476919496"	"25037"	"90634"	""
"N4BP2L2-IT2"	"N4BPL2 intronic transcript 2"	"13"	"q13.1"	"NC_000013.10"	"UD_144476919915"	"25038"	"116828"	""
"N4BP3"	"NEDD4 binding protein 3"	"5"	"q35.3"	"NC_000005.9"	"UD_144476920026"	"29852"	"23138"	""
"NAA10"	"N(alpha)-acetyltransferase 10, NatA catalytic subunit"	"X"	"q28"	"NG_031987.1"	"UD_144476920214"	"18704"	"8260"	"300013"
"NAA11"	"N(alpha)-acetyltransferase 11, NatA catalytic subunit"	"4"	"q21.23"	"NC_000004.11"	"UD_144476920424"	"28125"	"84779"	""
"NAA16"	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"	"13"	"q14.11"	"NC_000013.10"	"UD_144476920575"	"26164"	"79612"	""
"NAA20"	"N(alpha)-acetyltransferase 20, NatB catalytic subunit"	"20"	"p11.23"	"NC_000020.10"	"UD_144476920807"	"15908"	"51126"	"610833"
"NAA25"	"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"	"12"	"q24.13"	"NG_017071.1"	"UD_144476921200"	"25783"	"80018"	"612755"
"NAA30"	"N(alpha)-acetyltransferase 30, NatC catalytic subunit"	"14"	"q22.2"	"NC_000014.8"	"UD_144476921541"	"19844"	"122830"	""
"NAA35"	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"	"9"	"q22.1"	"NC_000009.11"	"UD_144476921750"	"24340"	"60560"	""
"NAA38"	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"	"17"	"p13.1"	"NC_000017.10"	"UD_144476922004"	"28212"	"84316"	""
"NAA40"	"N(alpha)-acetyltransferase 40, NatD catalytic subunit"	"11"	"q13.1"	"NC_000011.9"	"UD_144476922186"	"25845"	"79829"	""
"NAA50"	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"	"3"	"q13.31"	"NC_000003.11"	"UD_144476922606"	"29533"	"80218"	"610834"
"NAA60"	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	"16"	"p13.3"	"NC_000016.9"	"UD_144476922937"	"25875"	"79903"	"614246"
"NAAA"	"N-acylethanolamine acid amidase"	"4"	"q21.1"	"NC_000004.11"	"UD_144476924339"	"736"	"27163"	"607469"
"NAALAD2"	"N-acetylated alpha-linked acidic dipeptidase 2"	"11"	"q14.3-q21"	"NC_000011.9"	"UD_144476924590"	"14526"	"10003"	"611636"
"NAALADL1"	"N-acetylated alpha-linked acidic dipeptidase-like 1"	"11"	"q12"	"NC_000011.9"	"UD_144476924959"	"23536"	"10004"	"602640"
"NAALADL2-AS3"	"NAALADL2 antisense RNA 3"	"3"	"q26.3"	"NC_000003.11"	"UD_144476925197"	"41014"	""	""
"NAB1"	"NGFI-A binding protein 1 (EGR1 binding protein 1)"	"2"	"q32.3-q33"	"NC_000002.11"	"UD_144476925444"	"7626"	"4664"	"600800"
"NAB2"	"NGFI-A binding protein 2 (EGR1 binding protein 2)"	"12"	"q13.3"	"NC_000012.11"	"UD_144476925834"	"7627"	"4665"	"602381"
"NABP2"	"nucleic acid binding protein 2"	"12"	"q13.3"	"NC_000012.11"	"UD_144476926256"	"28412"	"79035"	"612104"
"NACA2"	"nascent polypeptide-associated complex alpha subunit 2"	"17"	"q23.3"	"NC_000017.10"	"UD_144476926603"	"23290"	"342538"	"609274"
"NACC2"	"NACC family member 2, BEN and BTB (POZ) domain containing"	"9"	"q34.3"	"NC_000009.11"	"UD_144476926832"	"23846"	"138151"	"615786"
"NADK"	"NAD kinase"	"1"	"p36.33"	"NC_000001.10"	"UD_144476927016"	"29831"	"65220"	"611616"
"NADSYN1"	"NAD synthetase 1"	"11"	"q13.4"	"NC_000011.9"	"UD_144476927354"	"29832"	"55191"	"608285"
"NAF1"	"nuclear assembly factor 1 ribonucleoprotein"	"4"	"q32.2"	"NC_000004.11"	"UD_144476927612"	"25126"	"92345"	""
"NAGA"	"N-acetylgalactosaminidase, alpha-"	"22"	"q13.2"	"NG_009247.1"	"UD_144476927818"	"7631"	"4668"	"104170"
"NAGK"	"N-acetylglucosamine kinase"	"2"	"p13.3"	"NC_000002.11"	"UD_144476928057"	"17174"	"55577"	"606828"
"NAGLU"	"N-acetylglucosaminidase, alpha"	"17"	"q21.2"	"NG_011552.1"	"UD_144476928329"	"7632"	"4669"	"609701"
"NAGPA"	"N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase"	"16"	"p13.3"	"NG_028152.1"	"UD_144476928491"	"17378"	"51172"	"607985"
"NAGPA-AS1"	"NAGPA antisense RNA 1"	"16"	"p13.3"	"NC_000016.9"	"UD_144476928755"	"44184"	"100507589"	""
"NAGS"	"N-acetylglutamate synthase"	"17"	"q21.31"	"NG_008106.1"	"UD_144476928997"	"17996"	"162417"	"608300"
"NAIF1"	"nuclear apoptosis inducing factor 1"	"9"	"q34.11"	"NC_000009.11"	"UD_144476929167"	"25446"	"203245"	"610673"
"NAIP"	"NLR family, apoptosis inhibitory protein"	"5"	"q13.2"	"NG_008724.1"	"UD_144476929351"	"7634"	"4671"	"600355"
"NALCN"	"sodium leak channel, non selective"	"13"	"q32.3"	"NC_000013.10"	"UD_144476929627"	"19082"	"259232"	"611549"
"NAMPT"	"nicotinamide phosphoribosyltransferase"	"7"	"q22.3"	"NC_000007.13"	"UD_144476930050"	"30092"	"10135"	"608764"
"NANOG"	"Nanog homeobox"	"12"	"p13.31"	"NC_000012.11"	"UD_144476930217"	"20857"	"79923"	"607937"
"NANOGNB"	"NANOG neighbor homeobox"	"12"	"p13.31"	"NC_000012.11"	"UD_144476930377"	"24958"	"360030"	""
"NANOS1"	"nanos homolog 1 (Drosophila)"	"10"	"q26.13"	"NC_000010.10"	"UD_144476930602"	"23044"	"340719"	"608226"
"NANOS2"	"nanos homolog 2 (Drosophila)"	"19"	"q13.32"	"NC_000019.9"	"UD_144476930797"	"23292"	"339345"	"608228"
"NANOS3"	"nanos homolog 3 (Drosophila)"	"19"	"p13.13"	"NC_000019.9"	"UD_144476930922"	"22048"	"342977"	"608229"
"NANP"	"N-acetylneuraminic acid phosphatase"	"20"	"p11.1"	"NC_000020.10"	"UD_144476931033"	"16140"	"140838"	"610763"
"NANS"	"N-acetylneuraminic acid synthase"	"9"	"p24.1-p23"	"NC_000009.11"	"UD_144476931229"	"19237"	"54187"	"605202"
"NAP1L2"	"nucleosome assembly protein 1-like 2"	"X"	"q13"	"NG_013274.1"	"UD_144476931361"	"7638"	"4674"	"300026"
"NAP1L3"	"nucleosome assembly protein 1-like 3"	"X"	"q21.3-q22"	"NG_013275.1"	"UD_144476931444"	"7639"	"4675"	"300117"
"NAP1L4"	"nucleosome assembly protein 1-like 4"	"11"	"p15.5"	"NC_000011.9"	"UD_144476931606"	"7640"	"4676"	"601651"
"NAP1L5"	"nucleosome assembly protein 1-like 5"	"4"	"q21-q22"	"NC_000004.11"	"UD_144476932206"	"19968"	"266812"	"612203"
"NAPA-AS1"	"NAPA antisense RNA 1"	"19"	"q13.32-q13.33"	"NC_000019.9"	"UD_144476932601"	"44118"	"100505681"	""
"NAPB"	"N-ethylmaleimide-sensitive factor attachment protein, beta"	"20"	"p12.3-p11.21"	"NC_000020.10"	"UD_144476932955"	"15751"	"63908"	"611270"
"NAPEPLD"	"N-acyl phosphatidylethanolamine phospholipase D"	"7"	"q22.1"	"NC_000007.13"	"UD_144476933388"	"21683"	"222236"	"612334"
"NAPG"	"N-ethylmaleimide-sensitive factor attachment protein, gamma"	"18"	"p11.21"	"NC_000018.9"	"UD_144476933675"	"7642"	"8774"	"603216"
"NAPSA"	"napsin A aspartic peptidase"	"19"	"q13.33"	"NC_000019.9"	"UD_144476933851"	"13395"	"9476"	"605631"
"NARFL"	"nuclear prelamin A recognition factor-like"	"16"	"p13.3"	"NC_000016.9"	"UD_144476934187"	"14179"	"64428"	"611118"
"NARS"	"asparaginyl-tRNA synthetase"	"18"	"q21.31"	"NC_000018.9"	"UD_144476934479"	"7643"	"4677"	"108410"
"NARS2"	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	"11"	"q14.1"	"NG_042046.1"	"UD_144476934697"	"26274"	"79731"	"612803"
"NASP"	"nuclear autoantigenic sperm protein (histone-binding)"	"1"	"p34.1"	"NG_029224.1"	"UD_144476934985"	"7644"	"4678"	"603185"
"NAT1"	"N-acetyltransferase 1 (arylamine N-acetyltransferase)"	"8"	"p22"	"NG_012245.2"	"UD_144476935124"	"7645"	"9"	"108345"
"NAT6"	"N-acetyltransferase 6 (GCN5-related)"	"3"	"p21.3"	"NC_000003.11"	"UD_144476935518"	"30252"	"24142"	"607073"
"NAT8"	"N-acetyltransferase 8 (GCN5-related, putative)"	"2"	"p13.2"	"NC_000002.11"	"UD_144476935667"	"18069"	"9027"	"606716"
"NAT8B"	"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)"	"2"	"p13.1"	"NC_000002.11"	"UD_144476935812"	"30235"	"51471"	"608190"
"NAT8L"	"N-acetyltransferase 8-like (GCN5-related, putative)"	"4"	"p16.3"	"NG_027961.1"	"UD_144476935912"	"26742"	"339983"	"610647"
"NAT9"	"N-acetyltransferase 9 (GCN5-related, putative)"	"17"	"q25.2"	"NC_000017.10"	"UD_144476936141"	"23133"	"26151"	""
"NAT14"	"N-acetyltransferase 14 (GCN5-related, putative)"	"19"	"q13.42"	"NC_000019.9"	"UD_144476937174"	"28918"	"57106"	""
"NAT16"	"N-acetyltransferase 16 (GCN5-related, putative)"	"7"	"q22.1"	"NC_000007.13"	"UD_144476937358"	"22030"	"375607"	"615783"
"NAV1"	"neuron navigator 1"	"1"	"q32.3"	"NC_000001.10"	"UD_144476937664"	"15989"	"89796"	"611628"
"NAV2-AS4"	"NAV2 antisense RNA 4"	"11"	"p15.1"	"NC_000011.9"	"UD_144476937919"	"40741"	"399876"	""
"NBEAL1"	"neurobeachin-like 1"	"2"	"q33"	"NC_000002.11"	"UD_144476938329"	"20681"	"65065"	"609816"
"NBEAP1"	"neurobeachin pseudogene 1"	"15"	"q11.2"	"NC_000015.9"	"UD_144476938488"	"1007"	"606"	"601889"
"NBN"	"nibrin"	"8"	"q21-q24"	"LRG_158"	"UD_144476938873"	"7652"	"4683"	"602667"
"NBPF4"	"neuroblastoma breakpoint family, member 4"	"1"	"p13.3"	"NC_000001.10"	"UD_144476939607"	"26550"	"148545"	"613994"
"NBPF6"	"neuroblastoma breakpoint family, member 6"	"1"	"p13.3"	"NC_000001.10"	"UD_144476939897"	"31988"	"653149"	"613996"
"NBPF11"	"neuroblastoma breakpoint family, member 11"	"1"	"q21.1"	"NC_000001.10"	"UD_144476940177"	"31993"	"200030"	"614001"
"NBPF22P"	"neuroblastoma breakpoint family, member 22, pseudogene"	"5"	"q14.3"	"NC_000005.9"	"UD_144476942364"	"28731"	"285622"	""
"NBR2"	"neighbor of BRCA1 gene 2 (non-protein coding)"	"17"	"q21"	"NC_000017.10"	"UD_144476942719"	"20691"	"10230"	""
"NCALD"	"neurocalcin delta"	"8"	"q22.3"	"NC_000008.10"	"UD_144476943006"	"7655"	"83988"	"606722"
"NCAM1"	"neural cell adhesion molecule 1"	"11"	"q23.2"	"NG_032036.1"	"UD_144476944170"	"7656"	"4684"	"116930"
"NCAN"	"neurocan"	"19"	"p12"	"NC_000019.9"	"UD_144476944466"	"2465"	"1463"	"600826"
"NCAPD2"	"non-SMC condensin I complex, subunit D2"	"12"	"p13.31"	"NC_000012.11"	"UD_144476944703"	"24305"	"9918"	"615638"
"NCAPG2"	"non-SMC condensin II complex, subunit G2"	"7"	"q36.3"	"NC_000007.13"	"UD_136021927788"	"21904"	"54892"	"608532"
"NCBP1"	"nuclear cap binding protein subunit 1, 80kDa"	"9"	"q34.1"	"NC_000009.11"	"UD_144476945309"	"7658"	"4686"	"600469"
"NCBP2"	"nuclear cap binding protein subunit 2, 20kDa"	"3"	"q29"	"NC_000003.11"	"UD_144476945525"	"7659"	"22916"	"605133"
"NCCRP1"	"non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)"	"19"	"q13.2"	"NC_000019.9"	"UD_144476945832"	"33739"	"342897"	"615901"
"NCEH1"	"neutral cholesterol ester hydrolase 1"	"3"	"q26.31"	"NC_000003.11"	"UD_144476946063"	"29260"	"57552"	"613234"
"NCF2"	"neutrophil cytosolic factor 2"	"1"	"q25"	"LRG_88"	"UD_144476946928"	"7661"	"4688"	"608515"
"NCF4"	"neutrophil cytosolic factor 4, 40kDa"	"22"	"q13.1"	"LRG_159"	"UD_144476947079"	"7662"	"4689"	"601488"
"NCK1"	"NCK adaptor protein 1"	"3"	"q21"	"NC_000003.11"	"UD_144476947329"	"7664"	"4690"	"600508"
"NCK2"	"NCK adaptor protein 2"	"2"	"q12"	"NC_000002.11"	"UD_144476947770"	"7665"	"8440"	"604930"
"NCKAP1L"	"NCK-associated protein 1-like"	"12"	"q13.1"	"NC_000012.11"	"UD_144476948372"	"4862"	"3071"	"141180"
"NCKAP5L"	"NCK-associated protein 5-like"	"12"	"q13.12"	"NC_000012.11"	"UD_144476948596"	"29321"	"57701"	"615104"
"NCL"	"nucleolin"	"2"	"q37.1"	"NC_000002.11"	"UD_144476949219"	"7667"	"4691"	"164035"
"NCLN"	"nicalin"	"19"	"p13.3"	"NC_000019.9"	"UD_144476949696"	"26923"	"56926"	"609156"
"NCMAP"	"noncompact myelin associated protein"	"1"	"p36.11"	"NC_000001.10"	"UD_144476949847"	"29332"	"400746"	""
"NCOA2"	"nuclear receptor coactivator 2"	"8"	"q13.3"	"NC_000008.10"	"UD_144476950004"	"7669"	"10499"	"601993"
"NCOA3"	"nuclear receptor coactivator 3"	"20"	"q12"	"NG_016810.1"	"UD_144476950254"	"7670"	"8202"	"601937"
"NCOA4"	"nuclear receptor coactivator 4"	"10"	"q11.2"	"NG_023372.1"	"UD_144476950741"	"7671"	"8031"	"601984"
"NCOA5"	"nuclear receptor coactivator 5"	"20"	"q13.12"	"NC_000020.10"	"UD_144476951162"	"15909"	"57727"	""
"NCOA7"	"nuclear receptor coactivator 7"	"6"	"q22.33"	"NC_000006.11"	"UD_144476951426"	"21081"	"135112"	"609752"
"NCOR1"	"nuclear receptor corepressor 1"	"17"	"p11.2"	"NC_000017.10"	"UD_144476951880"	"7672"	"9611"	"600849"
"NCR2"	"natural cytotoxicity triggering receptor 2"	"6"	"p21.1"	"NC_000006.11"	"UD_144476953732"	"6732"	"9436"	"604531"
"NCR3"	"natural cytotoxicity triggering receptor 3"	"6"	"p21.3"	"NG_021176.1"	"UD_144476953898"	"19077"	"259197"	"611550"
"NCR3LG1"	"natural killer cell cytotoxicity receptor 3 ligand 1"	"11"	"p15.1"	"NC_000011.9"	"UD_144476954382"	"42400"	"374383"	"613714"
"NCRUPAR"	"non-protein coding RNA, upstream of F2R/PAR1"	"5"	"q13.3"	"NC_000005.9"	"UD_144476954556"	"37153"	"100302746"	""
"NCS1"	"neuronal calcium sensor 1"	"9"	"q34.11"	"NC_000009.11"	"UD_144476954782"	"3953"	"23413"	"603315"
"NCSTN"	"nicastrin"	"1"	"q22-q23"	"NG_027935.1"	"UD_144476954978"	"17091"	"23385"	"605254"
"NDC80"	"NDC80 kinetochore complex component"	"18"	"p11.31"	"NC_000018.9"	"UD_144476955203"	"16909"	"10403"	"607272"
"NDEL1"	"nudE neurodevelopment protein 1-like 1"	"17"	"p13.1"	"NG_029963.2"	"UD_144476955369"	"17620"	"81565"	"607538"
"NDFIP1"	"Nedd4 family interacting protein 1"	"5"	"q31.3"	"NC_000005.9"	"UD_144476955684"	"17592"	"80762"	"612050"
"NDFIP2"	"Nedd4 family interacting protein 2"	"13"	"q22.1"	"NC_000013.10"	"UD_144476955843"	"18537"	"54602"	"610041"
"NDFIP2-AS1"	"NDFIP2 antisense RNA 1"	"13"	"q31.1"	"NC_000013.10"	"UD_144476956107"	"40844"	""	""
"NDNF"	"neuron-derived neurotrophic factor"	"4"	"q27"	"NC_000004.11"	"UD_144476956309"	"26256"	"79625"	"616506"
"NDNL2"	"necdin-like 2, SMC5-SMC6 complex component"	"15"	"q13.1"	"NC_000015.9"	"UD_144476956475"	"7677"	"56160"	"608243"
"NDP"	"Norrie disease (pseudoglioma)"	"X"	"p11.4-p11.3"	"NG_009832.1"	"UD_144476956563"	"7678"	"4693"	"300658"
